State,},DC,ToCoda,DC.Coda,Coda,Fine,DC.Fine,Segno,DS.Fine,DS,DS.Coda,:|,{,[,],|:,bar,X,ts,bo,&,$,S,L,E,LEND,ND,
I676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s667,s668,.,s669,s670,s671,.,.,.,s812,.,.,
I677,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,s813,r0,r0,r0,.,.,.,.,.,.,
I678,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I679,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I680,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I681,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s313,s314,.,s315,s316,s317,.,.,.,s814,.,.,
I683,.,.,.,.,.,.,.,.,.,.,.,s815,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s816,.,.,
I684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s817,.,.,
I685,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,s818,r0,r0,r0,.,.,.,.,.,.,
I686,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I687,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I688,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I689,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I690,.,.,.,.,.,.,.,.,.,.,.,.,.,s819,.,.,.,.,.,.,.,.,.,.,.,.,.,
I691,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s820,.,.,
I692,.,.,.,.,.,.,.,.,.,.,.,s547,.,.,s821,s693,s694,.,s695,s696,s697,.,.,.,s822,.,.,
I693,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s824,s825,.,s826,s827,s828,.,.,.,s823,.,.,
I694,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,s829,r0,r0,r0,.,.,.,.,.,.,
I695,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I696,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I697,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I698,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I699,.,.,.,.,.,.,.,.,.,.,.,.,.,s830,.,.,.,.,.,.,.,.,.,.,.,.,.,
I700,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s831,.,.,
I701,.,.,.,.,.,.,.,.,.,.,.,s833,.,.,s832,s236,s237,.,s238,s239,s240,.,.,.,s326,.,.,
I702,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I703,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0s553,r0s554,.,r0s555,r0s556,r0s557,.,.,.,s703,.,.,
I704,.,.,.,.,.,.,.,.,.,.,.,s834,.,s560,.,s553,s554,.,s555,s556,s557,.,.,.,s703,.,s835,
I705,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s337,s338,.,s339,s340,s341,.,.,.,s836,.,.,
I707,.,.,.,.,.,.,.,.,.,.,.,s837,.,.,.,s553,s554,.,s555,s556,s557,.,.,.,s703,.,.,
I708,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I709,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0s562,r0s563,.,r0s564,r0s565,r0s566,.,.,.,s709,.,.,
I710,.,.,.,.,.,.,.,.,.,.,.,s838,.,s569,.,s711,s712,.,s713,s714,s715,.,.,.,s840,.,s839,
I711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s711,s712,.,s713,s714,s715,.,.,.,s841,.,.,
I712,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,s842,r0,r0,r0,.,.,.,.,.,.,
I713,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I714,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I715,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I716,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s337,s338,.,s339,s340,s341,.,.,.,s843,.,.,
I718,.,.,.,.,.,.,.,.,.,.,.,s844,.,.,.,s553,s554,.,s555,s556,s557,.,.,.,s703,.,.,
I719,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I720,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I721,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I722,.,.,.,.,.,.,.,.,.,.,.,.,.,s845,.,.,.,.,.,.,.,.,.,.,.,.,.,
I723,.,.,.,.,.,.,.,.,.,.,.,s847,.,.,s846,s724,s725,.,s726,s727,s728,.,.,.,s848,.,.,
I724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s251,s252,.,s253,s254,s255,.,.,.,s849,.,.,
I725,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,s850,r0,r0,r0,.,.,.,.,.,.,
I726,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I727,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I728,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I729,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I730,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I731,.,.,.,.,.,.,.,.,.,.,.,.,.,s851,.,.,.,.,.,.,.,.,.,.,.,.,.,
I732,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s581,r0s582,.,r0s583,r0s584,r0s585,.,.,.,s732,.,.,
I733,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s463,s464,.,s465,s466,s467,.,.,.,s852,.,.,
I734,.,.,.,.,.,.,.,.,.,.,.,s853,.,s470,.,s581,s582,.,s583,s584,s585,.,.,.,s732,.,s854,
I735,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I736,.,.,.,.,.,.,.,.,.,.,.,s856,.,.,s855,s261,s262,.,s263,s264,s265,.,.,.,s353,.,.,
I737,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I738,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s589,r0s590,.,r0s591,r0s592,r0s593,.,.,.,s738,.,.,
I739,.,.,.,.,.,.,.,.,.,.,.,s857,.,s596,.,s589,s590,.,s591,s592,s593,.,.,.,s738,.,s858,
I740,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s364,s365,.,s366,s367,s368,.,.,.,s859,.,.,
I742,.,.,.,.,.,.,.,.,.,.,.,s860,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s738,.,.,
I743,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I744,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s598,r0s599,.,r0s600,r0s601,r0s602,.,.,.,s744,.,.,
I745,.,.,.,.,.,.,.,.,.,.,.,s861,.,s605,.,s746,s747,.,s748,s749,s750,.,.,.,s863,.,s862,
I746,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s746,s747,.,s748,s749,s750,.,.,.,s864,.,.,
I747,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,s865,r0,r0,r0,.,.,.,.,.,.,
I748,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I749,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I750,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I751,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s364,s365,.,s366,s367,s368,.,.,.,s866,.,.,
I753,.,.,.,.,.,.,.,.,.,.,.,s867,.,.,.,s589,s590,.,s591,s592,s593,.,.,.,s738,.,.,
I754,.,.,.,.,.,.,.,.,.,.,.,s869,.,.,s868,s275,s276,.,s277,s278,s279,.,.,.,s373,.,.,
I755,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I756,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0s608,r0s609,.,r0s610,r0s611,r0s612,.,.,.,s756,.,.,
I757,.,.,.,.,.,.,.,.,.,.,.,s870,.,s615,.,s608,s609,.,s610,s611,s612,.,.,.,s756,.,s871,
I758,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I759,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s384,s385,.,s386,s387,s388,.,.,.,s872,.,.,
I760,.,.,.,.,.,.,.,.,.,.,.,s873,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s756,.,.,
I761,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I762,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0s617,r0s618,.,r0s619,r0s620,r0s621,.,.,.,s762,.,.,
I763,.,.,.,.,.,.,.,.,.,.,.,s874,.,s624,.,s764,s765,.,s766,s767,s768,.,.,.,s876,.,s875,
I764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s764,s765,.,s766,s767,s768,.,.,.,s877,.,.,
I765,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,s878,r0,r0,r0,.,.,.,.,.,.,
I766,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I767,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I768,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I769,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I770,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s384,s385,.,s386,s387,s388,.,.,.,s879,.,.,
I771,.,.,.,.,.,.,.,.,.,.,.,s880,.,.,.,s608,s609,.,s610,s611,s612,.,.,.,s756,.,.,
I772,.,.,.,.,.,.,.,.,.,.,.,s882,.,.,s881,s287,s288,.,s289,s290,s291,.,.,.,s392,.,.,
I773,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I774,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0s627,r0s628,.,r0s629,r0s630,r0s631,.,.,.,s774,.,.,
I775,.,.,.,.,.,.,.,.,.,.,.,s883,.,s634,.,s627,s628,.,s629,s630,s631,.,.,.,s774,.,s884,
I776,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I777,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s403,s404,.,s405,s406,s407,.,.,.,s885,.,.,
I778,.,.,.,.,.,.,.,.,.,.,.,s886,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s774,.,.,
I779,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I780,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0s636,r0s637,.,r0s638,r0s639,r0s640,.,.,.,s780,.,.,
I781,.,.,.,.,.,.,.,.,.,.,.,s887,.,s643,.,s782,s783,.,s784,s785,s786,.,.,.,s889,.,s888,
I782,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s782,s783,.,s784,s785,s786,.,.,.,s890,.,.,
I783,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,s891,r0,r0,r0,.,.,.,.,.,.,
I784,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I785,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I786,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I787,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s403,s404,.,s405,s406,s407,.,.,.,s892,.,.,
I789,.,.,.,.,.,.,.,.,.,.,.,s893,.,.,.,s627,s628,.,s629,s630,s631,.,.,.,s774,.,.,
I790,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I791,.,.,.,.,.,.,.,.,.,.,.,.,.,s894,.,.,.,.,.,.,.,.,.,.,.,.,.,
I792,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0s648,r0s649,.,r0s650,r0s651,r0s652,.,.,.,s792,.,.,
I793,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s896,s897,.,s898,s899,s900,.,.,.,s895,.,.,
I794,.,.,.,.,.,.,.,.,.,.,.,s901,.,s903,.,s648,s649,.,s650,s651,s652,.,.,.,s792,.,s902,
I795,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s905,s906,.,s907,s908,s909,.,.,.,s904,.,.,
I797,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I798,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I799,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0s657,r0s658,.,r0s659,r0s660,r0s661,.,.,.,s799,.,.,
I800,.,.,.,.,.,.,.,.,.,.,.,s910,.,s912,.,s648,s649,.,s650,s651,s652,.,.,.,s792,.,s911,
I801,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I802,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I803,.,.,.,.,.,.,.,.,.,.,.,.,.,s913,.,.,.,.,.,.,.,.,.,.,.,.,.,
I804,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0s667,r0s668,.,r0s669,r0s670,r0s671,.,.,.,s804,.,.,
I805,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s915,s916,.,s917,s918,s919,.,.,.,s914,.,.,
I806,.,.,.,.,.,.,.,.,.,.,.,s920,.,s922,.,s667,s668,.,s669,s670,s671,.,.,.,s804,.,s921,
I807,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I808,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s924,s925,.,s926,s927,s928,.,.,.,s923,.,.,
I809,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I810,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I811,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0s676,r0s677,.,r0s678,r0s679,r0s680,.,.,.,s811,.,.,
I812,.,.,.,.,.,.,.,.,.,.,.,s929,.,s931,.,s667,s668,.,s669,s670,s671,.,.,.,s804,.,s930,
I813,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I814,.,.,.,.,.,.,.,.,.,.,.,s933,.,.,s932,s313,s314,.,s315,s316,s317,.,.,.,s432,.,.,
I815,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I816,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0s684,r0s685,.,r0s686,r0s687,r0s688,.,.,.,s816,.,.,
I817,.,.,.,.,.,.,.,.,.,.,.,s934,.,s691,.,s684,s685,.,s686,s687,s688,.,.,.,s816,.,s935,
I818,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I819,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s443,s444,.,s445,s446,s447,.,.,.,s936,.,.,
I820,.,.,.,.,.,.,.,.,.,.,.,s937,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s816,.,.,
I821,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,.,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I822,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0s693,r0s694,.,r0s695,r0s696,r0s697,.,.,.,s822,.,.,
I823,.,.,.,.,.,.,.,.,.,.,.,s938,.,s700,.,s824,s825,.,s826,s827,s828,.,.,.,s940,.,s939,
I824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s824,s825,.,s826,s827,s828,.,.,.,s941,.,.,
I825,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,s942,r0,r0,r0,.,.,.,.,.,.,
I826,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I827,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I828,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I829,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I830,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s443,s444,.,s445,s446,s447,.,.,.,s943,.,.,
I831,.,.,.,.,.,.,.,.,.,.,.,s944,.,.,.,s684,s685,.,s686,s687,s688,.,.,.,s816,.,.,
I832,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I833,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I834,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I835,.,.,.,.,.,.,.,.,.,.,.,.,.,s945,.,.,.,.,.,.,.,.,.,.,.,.,.,
I836,.,.,.,.,.,.,.,.,.,.,.,s947,.,.,s946,s337,s338,.,s339,s340,s341,.,.,.,s458,.,.,
I837,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I838,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I839,.,.,.,.,.,.,.,.,.,.,.,.,.,s948,.,.,.,.,.,.,.,.,.,.,.,.,.,
I840,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0s711,r0s712,.,r0s713,r0s714,r0s715,.,.,.,s840,.,.,
I841,.,.,.,.,.,.,.,.,.,.,.,s949,.,s560,.,s711,s712,.,s713,s714,s715,.,.,.,s840,.,s950,
I842,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I843,.,.,.,.,.,.,.,.,.,.,.,s952,.,.,s951,s337,s338,.,s339,s340,s341,.,.,.,s458,.,.,
I844,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s472,s473,.,s474,s475,s476,.,.,.,s953,.,.,
I846,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I847,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I848,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s724,r0s725,.,r0s726,r0s727,r0s728,.,.,.,s848,.,.,
I849,.,.,.,.,.,.,.,.,.,.,.,s954,.,s733,.,s251,s252,.,s253,s254,s255,.,.,.,s345,.,s955,
I850,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s472,s473,.,s474,s475,s476,.,.,.,s956,.,.,
I852,.,.,.,.,.,.,.,.,.,.,.,s957,.,.,.,s463,s464,.,s465,s466,s467,.,.,.,s572,.,.,
I853,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I854,.,.,.,.,.,.,.,.,.,.,.,.,.,s958,.,.,.,.,.,.,.,.,.,.,.,.,.,
I855,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I856,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I857,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I858,.,.,.,.,.,.,.,.,.,.,.,.,.,s959,.,.,.,.,.,.,.,.,.,.,.,.,.,
I859,.,.,.,.,.,.,.,.,.,.,.,s961,.,.,s960,s364,s365,.,s366,s367,s368,.,.,.,s487,.,.,
I860,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I861,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I862,.,.,.,.,.,.,.,.,.,.,.,.,.,s962,.,.,.,.,.,.,.,.,.,.,.,.,.,
I863,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0s746,r0s747,.,r0s748,r0s749,r0s750,.,.,.,s863,.,.,
I864,.,.,.,.,.,.,.,.,.,.,.,s963,.,s596,.,s746,s747,.,s748,s749,s750,.,.,.,s863,.,s964,
I865,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I866,.,.,.,.,.,.,.,.,.,.,.,s966,.,.,s965,s364,s365,.,s366,s367,s368,.,.,.,s487,.,.,
I867,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I868,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I869,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I870,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I871,.,.,.,.,.,.,.,.,.,.,.,.,.,s967,.,.,.,.,.,.,.,.,.,.,.,.,.,
I872,.,.,.,.,.,.,.,.,.,.,.,s969,.,.,s968,s384,s385,.,s386,s387,s388,.,.,.,s499,.,.,
I873,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I874,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I875,.,.,.,.,.,.,.,.,.,.,.,.,.,s970,.,.,.,.,.,.,.,.,.,.,.,.,.,
I876,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0s764,r0s765,.,r0s766,r0s767,r0s768,.,.,.,s876,.,.,
I877,.,.,.,.,.,.,.,.,.,.,.,s971,.,s615,.,s764,s765,.,s766,s767,s768,.,.,.,s876,.,s972,
I878,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I879,.,.,.,.,.,.,.,.,.,.,.,s974,.,.,s973,s384,s385,.,s386,s387,s388,.,.,.,s499,.,.,
I880,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
