State,},DC,ToCoda,DC.Coda,Coda,Fine,DC.Fine,Segno,DS.Fine,DS,DS.Coda,:|,{,[,],|:,bar,X,ts,bo,&,$,S,L,E,LEND,ND,
I1086,.,.,.,.,.,.,.,.,.,.,.,s977,.,.,s1110,s636,s637,.,s638,s639,s640,.,.,.,s780,.,.,
I1087,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s905,s906,.,s907,s908,s909,.,.,.,s1111,.,.,
I1088,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1089,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1090,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s905,s906,.,s907,s908,s909,.,.,.,s1112,.,.,
I1091,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1092,.,.,.,.,.,.,.,.,.,.,.,.,.,s1113,.,.,.,.,.,.,.,.,.,.,.,.,.,
I1093,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1094,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s924,s925,.,s926,s927,s928,.,.,.,s1114,.,.,
I1096,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1097,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1098,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s924,s925,.,s926,s927,s928,.,.,.,s1115,.,.,
I1099,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1100,.,.,.,.,.,.,.,.,.,.,.,.,.,s1116,.,.,.,.,.,.,.,.,.,.,.,.,.,
I1101,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1102,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1103,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1104,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1105,.,.,.,.,.,.,.,.,.,.,.,s1021,.,.,s1117,s693,s694,.,s695,s696,s697,.,.,.,s822,.,.,
I1106,r0,.,.,.,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1107,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1108,r0,r0,r0,.,.,r0,.,r0,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1109,.,.,.,r0,.,.,.,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1110,.,.,.,.,.,.,r0,.,.,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1111,.,.,.,.,.,.,.,.,.,.,.,s1089,.,.,s1118,s905,s906,.,s907,s908,s909,.,.,.,s991,.,.,
I1112,.,.,.,.,.,.,.,.,.,.,.,s1094,.,.,s1119,s905,s906,.,s907,s908,s909,.,.,.,s991,.,.,
I1113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s905,s906,.,s907,s908,s909,.,.,.,s1120,.,.,
I1114,.,.,.,.,.,.,.,.,.,.,.,s1097,.,.,s1121,s924,s925,.,s926,s927,s928,.,.,.,s1009,.,.,
I1115,.,.,.,.,.,.,.,.,.,.,.,s1102,.,.,s1122,s924,s925,.,s926,s927,s928,.,.,.,s1009,.,.,
I1116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,s924,s925,.,s926,s927,s928,.,.,.,s1123,.,.,
I1117,.,.,r0,.,.,r0,.,.,.,r0,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1118,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1119,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1120,.,.,.,.,.,.,.,.,.,.,.,s1089,.,.,s1124,s905,s906,.,s907,s908,s909,.,.,.,s991,.,.,
I1121,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1122,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1123,.,.,.,.,.,.,.,.,.,.,.,s1097,.,.,s1125,s924,s925,.,s926,s927,s928,.,.,.,s1009,.,.,
I1124,.,.,.,.,.,.,.,.,r0,.,.,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
I1125,.,.,.,.,.,.,.,.,.,.,r0,r0,.,r0,r0,r0,r0,.,r0,r0,r0,.,.,.,.,.,.,
